station_number,station_name,station_short_name,station_type,cdec_id,site_code,latitude,longitude,lldatum,positional_accuracy,County
A5552400,Little Last Chance Creek Station 1,Little Last Chance 1,Water Quality,,,39.8818,-120.1926,WGS84,Unknown,Plumas
A5552150,Little Last Chance Creek Station 2,Little Last Chance 2,Water Quality,,,39.8734,-120.1777,WGS84,Unknown,Plumas
A5551990,Little Last Chance Creek Station 3,Little Last Chance 3,Water Quality,,,39.8662,-120.168201,WGS84,Unknown,Plumas
F21250,Little Shasta River below Big Springs Rd near Montague,L. Shasta R blw BSrd,Surface Water,LSS,,41.706742,-122.43803,WGS84,Unknown,Siskiyou
F21300,Little Shasta River near Montague (upper),L. Shasta R. (upper),Surface Water,,,41.753115,-122.300561,NAD83,Unknown,Siskiyou
F21375,Little Springs Creek near Grenada,Lt. Springs Cr nr Gr,Surface Water,LTG,,41.593411,-122.431656,WGS84,Unknown,Siskiyou
G72640,Little Truckee Diversion,,Surface Water,,,39.4924,-120.3056,,Unknown,Sierra
G7216000,Little Truckee River above Boca,Ltl. Truckee ab Boca,Water Quality,,,39.4358597,-120.084524,NAD83,"GPS, 10m",Nevada
G7200500,Little Truckee River above Truckee River - WQ,LTAT,Surface Water,,,39.38517,-120.09502,NAD83,"GPS, 10m",Nevada
G7201000,Little Truckee River below Boca - WQ,LTBB,Surface Water,LTK,,39.386852,-120.095476,NAD83,"GPS, 10m",Nevada
F5110000,Mad River near Arcata,MAD R NR ARCATA,Water Quality,,,40.90702,-124.05625,NAD83,Unknown,Humboldt
20N01E13Q002M,Magers,Screen: Unknown,Groundwater,,395831N1218069W001,39.583073,-121.806862,NAD83,Unknown,Butte
B62100,Mariposa Creek below Mariposa Dam,Mariposa Cr blw Mari,Surface Water,,,37.298275,-120.162676,NAD83,1/250000,Mariposa
B62400,Mariposa Creek near Catheys Valley,Mariposa Cr nr Cathe,Surface Water,,,37.398829,-120.003783,NAD83,1/250000,Mariposa
F7110000,Mattole River near Petrolia,MATTOLE R NR PETR,Water Quality,,,40.31356,-124.28207,NAD83,Unknown,Humboldt
B51250,Maxwell Creek at Coulterville,Maxwell Cr @ Coulter,Surface Water,,,37.716041,-120.18991,NAD83,1/250000,Mariposa
A2215000,McCloud River above Shasta Lake,MCCLOUD AB SHASTA LK,Water Quality,,,40.95415,-122.23472,NAD83,Unknown,Shasta
E33961Q,Meins Landing Managed Wetland North Culvert,Meins Landing North,Tide Station,,,38.1384059,-121.9092788,NAD83,"GPS, 10m",Solano
E33965Q,Meins Landing Managed Wetland South Culvert,Meins Landing South,Tide Station,,,38.1259939,-121.8976998,NAD83,"GPS, 10m",Solano
B05155,Merced River at Cressey,Merced @ Cressey,Surface Water,CRS,,37.424867,-120.664717,NAD83,"GPS, 10m",Merced
B05131,Merced River at Milliken Bridge,Merced @ Milliken Br,Surface Water,,,37.361605,-120.851036,NAD83,1/250000,Merced
B05170,Merced River near Snelling,Merced nr Snelling,Surface Water,MSN,,37.503,-120.451,NAD83,"GPS, 10m",Merced
B05125,Merced River near Stevinson,Merced nr Stevinson,Surface Water,MST,,37.371,-120.931,NAD83,"GPS, 10m",Merced
B67285,Miami Creek at Highway 49 near Ahwanee,Miami Cr @ Highway 4,Surface Water,,,37.348276,-119.717655,NAD83,1/250000,Madera
B67300,Miami Creek near Oakhurst,Miami Cr nr Oakhurst,Surface Water,,,37.393275,-119.654318,NAD83,1/250000,Madera
A4318600,Mid Lower Deer Creek Meadow_Deer C Meadow-12,Deer C Meadow-12,Water Quality,,,40.26979,-121.42656,WGS84,Unknown,Tehama
A4318608,Mid Upper Deer Meadow_Deer C Meadow-3,Deer C Meadow-3,Water Quality,,,40.26847,-121.41465,WGS84,Unknown,Tehama
A81810,Middle Creek near Upper Lake,Middle Cr nr Upper L,Surface Water,MCU,,39.182552,-122.911843,NAD83,Unknown,Lake
A5539000,Middle Fork Feather River upstream from Grizzly Creek,MF Feather R US Griz,Water Quality,,,39.8174,-121.04279,NAD83,Unknown,Plumas
B95541,Middle River @ Undine Road,Middle River (MRU),Tide Station,MRU,,37.8339408,-121.3857561,NAD83,"GPS, 10m",San Joaquin
B9554100,Middle River @ Undine Road - WQ,Middle River (MRU),Water Quality,,,37.8339357,-121.385743,NAD83,"GPS, 10m",San Joaquin
B95502,Middle River above Barrier,MR above Barrier,Tide Station,MAB,,37.8851804,-121.4727615,NAD83,"GPS, 10m",San Joaquin
B95460,Middle River at Bacon Island,Middle @ Bacon Islan,Tide Station,,,38.00172222,-121.5238056,NAD83,Unknown,San Joaquin
B9546000,Middle River at Bacon Island - WQ,MR@NBacon Is. Gage,Tide Station,,,38.00172222,-121.5238056,NAD83,Unknown,San Joaquin
B95530,Middle River at Howard Road Bridge,Middle @ Howard Road,Tide Station,MHR,,37.87722222,-121.3836111,NAD83,Unknown,San Joaquin
B95468,Middle River at Middle River,Middle @ Middle Rive,Tide Station,,,37.94252778,-121.534,NAD83,Unknown,San Joaquin
B95540,Middle River at Mowry Bridge,Middle @ Mowry Bridg,Surface Water,,,37.83527778,-121.3836111,NAD83,Unknown,San Joaquin
B95503,Middle River at Tracy Road Bridge,Middle @ Tracy Road,Tide Station,MTB,,37.88138889,-121.4561111,NAD83,Unknown,San Joaquin
B95500,Middle River at Union Point,MUP,Surface Water,MUP,,37.89083333,-121.4883333,NAD83,Unknown,San Joaquin
B9550000,Middle River at Union Point - WQ,MR at Union Point,Water Quality,,,37.8907729,-121.4883479,NAD83,"GPS, 10m",San Joaquin
01N04E36Q004M,Middle River Barrier well 1 screen 10-20 ft bgs,MLNO-1,Groundwater,,378850N1214820W001,37.88502778,-121.482,NAD83,"Survey, 1m",San Joaquin
01N04E36Q003M,Middle River Barrier well 2 screen 10-20 ft bgs,MLNO-2,Groundwater,,378860N1214819W001,37.88602778,-121.4819167,NAD83,"Survey, 1m",San Joaquin
01N04E36Q001M,Middle River Barrier well 2W screen 61-81 ft bgs,MRL-2W,Groundwater,,378861N1214818W001,37.88605556,-121.4818333,NAD83,"Survey, 1m",San Joaquin
01N04E36Q002M,Middle River Barrier well 3W screen 14-34 ft bgs,MRL-3W,Groundwater,,378849N1214822W001,37.88486111,-121.4821667,NAD83,"Survey, 1m",San Joaquin
B9545800,Middle River near Holt,Middle River,Water Quality,HLT,,38.0031059,-121.5107929,NAD83,"GPS, 10m",Contra Costa
B9553100,Middle River near Howard Road Bridge,MR near HR Bridge,Water Quality,,,37.8761789,-121.3832749,NAD83,"GPS, 10m",San Joaquin
B9550600,Middle River near Tracy Blvd Bridge,MR near TB Bridge,Water Quality,,,37.8814199,-121.4673859,NAD83,"GPS, 10m",San Joaquin
A04420,Mill Creek below Highway 99 near Los Molinos,Mill Cr blw Highway,Surface Water,MCH,,40.040059,-122.104633,NAD83,Unknown,Tehama
A44180,Mill Creek near Mineral,Mill Cr nr Mineral,Surface Water,,,40.362144,-121.504584,NAD83,Unknown,Tehama
A4418000,Mill Creek near Mineral,Mill C NR Mineral,Water Quality,,,40.36222,-121.504444,NAD83,Unknown,Tehama
A0442050,Mill Creek near Mouth near Los Molinos,MILL C NR MO,Water Quality,,,40.043,-122.0999,NAD83,Unknown,Tehama
F25480,Mill Creek near Mugginsville,MNM,Surface Water,MNM,,41.581528,-122.960583,NAD83,Unknown,Siskiyou
B91470Q,Miner Slough,MIR,Tide Station,MIR,,38.23602683,-121.666055,NAD83,Unknown,Solano
B91475,Miner Slough at Five Points,MinerSl. @ Five Pnts,Tide Station,MFV,,38.29,-121.6447222,NAD83,Unknown,Solano
B9147000,Miner Slough near Sacramento River (WQ),Miner Slough,Water Quality,MIR,,38.23602683,-121.666055,NAD83,"GPS, 10m",Solano
48N05E13R003M,MOD_13R003M screen interval unknown,Screen: Unknown,Groundwater,,419965N1213417W001,41.996453,-121.341703,NAD83,Unknown,Modoc
48N05E14R001M,MOD_14R001M screen interval 814 to 1537 bgs,Screen: 814-1537 ft,Groundwater,,419963N1213609W001,41.996253,-121.360836,NAD83,Unknown,Modoc
48N05E16P001M,MOD_16P001M screen interval 823 to 2108 bgs,Screen: 823-2108 ft,Groundwater,,419962N1214106W001,41.996186,-121.410553,NAD83,Unknown,Modoc
46N05E21M001M,MOD_21M001M screen interval 32 to 325 bgs,Screen: 32-325 ft,Groundwater,,418115N1214147W001,41.811383,-121.41462,NAD83,Unknown,Modoc
46N05E22D001M,MOD_22D001M screen interval 114 to 554 bgs,Screen: 114-554 ft,Groundwater,,418174N1213955W001,41.817406,-121.395484,NAD83,Unknown,Modoc
48N05E25Q001M,MOD_25Q001M screen interval 5 to 110 bgs,Screen: 5-110 ft,Groundwater,,419657N1213438W001,41.965217,-121.345209,NAD83,Unknown,Modoc
48N05E26D001M,MOD_26D001M screen interval 1250 to 1802 bgs,Screen: 1250-1802 ft,Groundwater,,419762N1213727W001,41.97617,-121.372667,NAD83,Unknown,Modoc
48N05E36A002M,MOD_36A002M screen interval 428 to 528 bgs,Screen: 428-528 ft,Groundwater,,419614N1213411W001,41.961436,-121.341139,NAD83,Unknown,Modoc
B9409500,Mokelumne River near Highway 12,MOK n. HWY 12,Water Quality,,,38.1081719,-121.5764279,NAD83,"GPS, 10m",San Joaquin
B94175,Mokelumne River near Thornton,Mokelumne nr Thornto,Tide Station,BEN,,38.25527778,-121.44,NAD83,Unknown,San Joaquin
B94133,"Mokelumne River, North Fork, below Snodgrass Slough","Mokelumne River, N F",Surface Water,,,38.22333333,-121.5066667,NAD83,Unknown,San Joaquin
E33670,Montezuma Slough @ National Steel (S64),Montezuma Slough S64,Tide Station,NSL,,38.1220286,-121.8881586,NAD83,"GPS, 10m",Solano
E33680,Montezuma Slough At Roaring River Slough,Montezuma Sl @ Roari,Surface Water,,,0,0,,Unknown,Unknown
A02986,Moulton Weir Spill to Butte Basin near Princeton,Moulton Weir Spill,Surface Water,MLW,,39.33821,-122.022627,NAD83,Unknown,Colusa
B9536900,Mountain House Creek (SOR31),SOR31,Water Quality,,,37.796918,-121.525642,WGS84,Unknown,San Joaquin
A00928,Mud Creek Diversion at Chico,Mud Cr Div at Chico,Surface Water,,,39.76212,-121.797252,NAD83,Unknown,Butte
A04242,Mud Creek near Chico,Mud Cr nr Chico,Surface Water,MUC,,39.783357,-121.886715,NAD83,Unknown,Butte
F21930,MWCD Main Canal,MWCD Main Canal,Surface Water,,,41.542394,-122.373791,NAD83,Unknown,Siskiyou
F21940,MWCD Parks Creek Diversion near Edgewood,MPD,Surface Water,MPD,,41.453394,-122.44584,NAD83,Unknown,Siskiyou
A8135001,North Fork Cache Cree near Long Valley,Cache C NF NR LowerL,Water Quality,,,39.0236,-122.5726,,Unknown,Lake
A5361500,North Fork Feather R Downstream Canyon Dam NR L Almanor,NF Feather R DS CD,Water Quality,,,40.169,-121.093,,Unknown,Plumas
A5372101,North Fork Feather River Below RR A Chester,Feather R NF A Chest,Water Quality,,,40.3078,-121.2237,,Unknown,Plumas
A05189,North Honcut Creek,NHC,Surface Water,,,39.309229,-121.595357,WGS84,Unknown,Butte
A0571001,North Honcut Creek at Highway 70,NORTH HONCUT C A HWY,Water Quality,,,39.30875,-121.5938,NAD83,Unknown,Butte
A4820000,Oak Run Creek near Oak Run,Oak Run C NR Oak Run,Water Quality,,,40.691931,-122.041962,,Unknown,Shasta
B9525100,OBI @ USGS PILE,OBI,Water Quality,,,37.9679429,-121.5744199,NAD83,"GPS, 10m",Contra Costa
A4844800,Old Cow Creek above Killarc,Cow C Old AB Killarc,Water Quality,,,40.679722,-121.87,,Unknown,Shasta
B95341,Old River @ Clifton Court Intake,OR near Intake,Tide Station,ORI,,37.8279717,-121.5526014,NAD83,"GPS, 10m",Contra Costa
B9534100,Old River @ Clifton Court Intake - WQ,ORI WQ,Water Quality,ORI,,37.827969,-121.552609,NAD83,Unknown,Contra Costa
B95400,Old River @ Head,Old River Head (OH1),Surface Water,OH1,,37.8076089,-121.2812817,NAD83,"GPS, 10m",San Joaquin
B95400Q,Old River @ Head,Old River Head (OH1),Tide Station,OH1,,37.8076089,-121.331282,NAD83,"GPS, 10m",San Joaquin
B9540000,Old River @ Head - WQ,Old River Head (OH1),Water Quality,,,37.8075899,-121.331205,NAD83,"GPS, 10m",San Joaquin
B95390,Old River above Doughty Cut,OR above Doughty Cut,Tide Station,ORX,,37.8109973,-121.3865757,NAD83,"GPS, 10m",San Joaquin
B9539000,Old River above Doughty Cut - WQ,Old abv Doughty(ORX),Water Quality,,,37.8109921,-121.3865619,NAD83,"GPS, 10m",San Joaquin
B9538600,Old River above Paradise Cut Confluence,OR above PC conf,Water Quality,,,37.806892,-121.414681,WGS84,Unknown,San Joaquin
B9537500,Old River at Anchored ADCP Downstream,OAAD,Water Quality,,,37.782395,-121.498374,,Unknown,San Joaquin
B9537600,Old River at Anchored ADCP Upstream,OAAU,Water Quality,,,37.785827,-121.480866,,Unknown,San Joaquin
B95250,Old River at Bacon Island,Old @ Bacon Island,Surface Water,BAC,,37.97063889,-121.5720833,NAD83,Unknown,San Joaquin
B9525000,Old River at Bacon Island - WQ,OR at Bacon Is.,Water Quality,,,37.970639,-121.572083,NAD83,"GPS, 10m",Contra Costa
B9537400,Old River at Bethany Rd Drain (SOR24),SOR24,Water Quality,,,37.7853,-121.5046,WGS84,Unknown,San Joaquin
B95340,Old River at Clifton Court Ferry,Old @ Clifton Court,Surface Water,,,37.82861111,-121.5530556,NAD83,Unknown,Contra Costa
B95290,Old River at Coney Island,Old R.@ Coney Island,Tide Station,CIS,,37.84611111,-121.5369444,NAD83,Unknown,Contra Costa
B9510800,Old River at Franks Tract near Terminous,OSJ,Water Quality,,,38.0712419,-121.5783689,NAD83,"GPS, 10m",Contra Costa
B9520000,Old River at Quimby Island near Bethel Island,ORQ,Water Quality,ORQ,,38.027123,-121.564727,NAD83,"GPS, 10m",Contra Costa
01S04E28P002M,Old River at Tracy Barrier well 1W screen 86-106 ft bgs,ORL-1W,Groundwater,,378103N1215449W001,37.81030556,-121.5448889,NAD83,"Survey, 1m",San Joaquin
01S04E28P004M,Old River at Tracy Barrier well 3 screen 10-20 ft bgs,OLNO-3,Groundwater,,378097N1215428W001,37.80969444,-121.5427778,NAD83,"Survey, 1m",San Joaquin
01S04E28P003M,Old River at Tracy Barrier well 4 screen 10-20 ft bgs,OLNO-4,Groundwater,,378105N1215422W001,37.8105,-121.5421944,NAD83,"Survey, 1m",San Joaquin
01S04E28P001M,Old River at Tracy Barrier well 5W screen 36-51 ft bgs,ORL-5W,Groundwater,,378108N1215426W001,37.81083333,-121.5426389,NAD83,"Survey, 1m",San Joaquin
B9537800,Old River at Tracy Wildlife Association,Old @ Tracy Wildlife,Water Quality,,,37.8028279,-121.4574309,NAD83,"GPS, 10m",San Joaquin
B95378,Old River at Tracy Wildlife Association,Old @ Tracy Wildlife,Surface Water,,,37.802833,-121.457444,NAD83,"GPS, 10m",San Joaquin
B95366,Old River Barrier near DMC (Above),Old Barrier nr DMC (,Tide Station,OAD,,37.81055556,-121.5422222,NAD83,Unknown,San Joaquin
B9536600,Old River Barrier near DMC (Above) - WQ,OR near DMC - Above,Water Quality,,,37.8102449,-121.5421809,NAD83,"GPS, 10m",San Joaquin
B95365,Old River Barrier near DMC (Below),Old Barrier nr DMC (,Tide Station,OBD,,37.81111111,-121.5438889,NAD83,Unknown,San Joaquin
B9536500,Old River Barrier near DMC (Below) - WQ,OR near DMC - Below,Water Quality,,,37.8109669,-121.5444039,NAD83,"GPS, 10m",San Joaquin
B9538500,Old River below Paradise Cut Confluence,OR below PC conf,Water Quality,,,37.8042294,-121.420224,WGS84,Unknown,San Joaquin
B9538900,Old River downstream of Tracy WW outfall (SOR7),SOR7,Water Quality,,,37.80642232,-121.4086418,WGS84,Unknown,San Joaquin
B95270,Old River near Byron,Old nr Byron,Surface Water,ORB,,37.89111111,-121.4025,NAD27,Unknown,Contra Costa
B95180,Old River Near Rock Slough,Old nr Rock Sl,Surface Water,,,0,0,,Unknown,Unknown
B95380Q,Old River near Tracy Blvd Bridge,Old nr Tracy Blvd Br,Tide Station,OLD,,37.805,-121.4494444,NAD83,"GPS, 10m",San Joaquin
B95380,Old River near Tracy Blvd Bridge,Old nr Tracy Blvd Br,Surface Water,OLD,,37.805,-121.4494444,NAD83,"GPS, 10m",San Joaquin
B95370Q,Old River upstream of Mountain House Creek,OR up Mtn House Crk,Tide Station,ORM,,37.7938408,-121.5173813,NAD83,"Survey, 1m",San Joaquin
B9537000,Old River upstream of Mountain House Creek - WQ,OR up Mtn House Crk,Water Quality,OAB,,37.7938357,-121.5173682,NAD83,"Survey, 1m",San Joaquin
B9538100,Old River upstream of Tracy Blvd Drain (SOR16U),SOR16U,Water Quality,,,37.8019821,-121.4428305,WGS84,Unknown,San Joaquin
ON003050,O'Neil Forebay @ Gianelli Pumping Plant,Gianelli,Water Quality,,,37.059836,-121.072019,NAD83,Unknown,Merced
B08735,Orestimba Creek below Highway 33,Orestimba Cr blw Hig,Surface Water,,,37.378,-121.056,NAD83,"GPS, 10m",Stanislaus
F6135000,Outlet Creek near Longvale,OUTLET C NR LONG,Water Quality,,,39.62579,-123.3467,NAD83,Unknown,Humboldt
B06151,Owens Creek at Merced ID West Boundary near Merced,Owens Cr @ Merced ID,Surface Water,,,37.236609,-120.616026,NAD83,1/250000,Merced
B06114,Owens Creek below Eastside Canal near Crane Ranch,Owens Cr blw Eside C,Surface Water,OCD,,37.21911,-120.699084,NAD83,1/250000,Merced
B06170,Owens Creek below Owens Dam near Planada,Owens Cr blw Owens D,Surface Water,,,37.308275,-120.194344,NAD83,1/250000,Mariposa
B08286,Panoche Creek at I-5,Panoche Cr @ I-5,Surface Water,,,36.650507,-120.633786,NAD83,1/250000,Fresno
B00975,Panoche Drain near Dos Palos,Panoche Dr nr Dos Pa,Surface Water,,,36.923281,-120.68935,NAD83,1/250000,Fresno
B95410Q,Paradise Cut,Paradise Cut,Tide Station,PDC,,37.8020598,-121.4122564,NAD83,"Survey, 1m",San Joaquin
B9541000,Paradise Cut - WQ,Paradise Cut (PDC),Water Quality,PDC,,37.8020547,-121.4122433,NAD83,"Survey, 1m",San Joaquin
B95410,Paradise Cut above Old River,Paradise CutabvOld R,Surface Water,PCO,,37.80197222,-121.4123056,NAD83,Unknown,San Joaquin
B9541050,Paradise Cut Upstream - WQ,PCUP,Water Quality,,,37.8010219,-121.373076,NAD83,"Survey, 1m",San Joaquin
B9541070,Paradise Cut Upstream North Bridge,PCNB,Water Quality,,PCNB,37.80111422,-121.3674915,WGS84,Unknown,San Joaquin
B9541060,Paradise Cut Upstream South Bridge,PCSB,Water Quality,,PCSB,37.79991312,-121.3690862,WGS84,Unknown,San Joaquin
A41105,Parrot Butte Creek Diversion near Chico,Parrot Butte Cr Dive,Surface Water,BPD,,39.708903,-121.754192,NAD83,Unknown,Butte
A0460200,Paynes Creek at Paynes Crossing,PAYNES C A PAYNES,Water Quality,,,40.275856,-122.181482,NAD83,Unknown,Tehama
A4602000,Paynes Creek at Paynes Crossing,Paynes Cr A Paynes g,Water Quality,,,40.2758,-122.1814,NAD83,"GPS, 10m",Tehama
A4605001,Paynes Creek at Paynes Crossing,PAYNES C A PAYNES,Water Quality,,,40.275856,-122.181482,NAD83,Unknown,Tehama
G31140,Pine Creek at Eagle Lake near Susanville,Pine Cr @ Eagle Lake,Surface Water,PCE,,40.66519,-120.790692,NAD83,Unknown,Lassen
A14100,Pine Creek near Alturas,Pine Cr nr Alturas,Surface Water,,,41.433915,-120.445076,NAD83,Unknown,Modoc
A1410000,Pine Creek near Alturas,Pine C NR Alturas,Water Quality,,,41.43505601,-120.44682,,Unknown,Modoc
B95058,Piper Slough at Bethel Tract,Piper Sl @ Bethel Tr,Surface Water,BET,,38.03388889,-121.6216667,NAD83,Unknown,Contra Costa
A1415000,"Pit R, South Fork , near Alturas",SF PIT R NR ALTURAS,Water Quality,,,41.46124,-120.54996,NAD83,Unknown,Modoc
A1127000,Pit River at Pittville,PIT R A PITTVILLE,Water Quality,,,41.04555,-121.33175,NAD83,Unknown,Shasta
A1168000,Pit River near Canby,PIT R NEAR CANBY,Water Quality,,,41.39983,-120.93494,NAD83,Unknown,Modoc
A1102000,Pit River near Montgomery Creek,PIT R A MONTGOMERY C,Water Quality,,,40.84498,-122.00093,NAD83,Unknown,Shasta
A12100,"Pit River, North Fork, at Alturas","Pit R., NF, @ Altura",Surface Water,,,41.481949,-120.538535,NAD83,Unknown,Modoc
A1210000,"Pit River, North Fork, at Alturas",N F PIT R AT ALTURAS,Water Quality,,,41.48201,-120.53863,NAD83,Unknown,Modoc
22N15E11C001M,PLU_11C001M screen interval 960 to 1070 bgs,DMW 7d,Groundwater,,397777N1202682W003,39.77772277,-120.268246,NAD83,"Survey, 1m",Plumas
22N15E11C002M,PLU_11C002M screen interval 830 to 840 bgs,DMW 7id,Groundwater,,397777N1202682W005,39.77772277,-120.2682918,NAD83,"Survey, 1m",Plumas
22N15E11C003M,PLU_11C003M screen interval 690 to 710 bgs,DMW 7i,Groundwater,,397777N1202682W007,39.77772277,-120.2682918,NAD83,"Survey, 1m",Plumas
22N15E11C004M,PLU_11C004M screen interval 360 to 440 bgs,DMW 7is,Groundwater,,397777N1202682W009,39.77772277,-120.2682918,NAD83,"Survey, 1m",Plumas
22N15E11C005M,PLU_11C005M screen interval 130 to 140 bgs,DMW 7s,Groundwater,,397777N1202682W001,39.77772277,-120.2682918,NAD83,"Survey, 1m",Plumas
13N04E17P503M,Plumas MW-01 Deep,Plumas MW-01 D,Not known,,389709N1215556W001,38.970936,-121.55564,NAD83,"GPS, 10m",Yuba
13N04E17P502M,Plumas MW-01 Mid-Deep,Plumas MW-01 MD,Not known,,389709N1215556W002,38.970936,-121.555638,NAD83,"GPS, 10m",Yuba
13N04E17P501M,Plumas MW-01 Mid-Shallow,Plumas MW-01 MS,Not known,,389709N1215556W003,38.970938,-121.555639,NAD83,"GPS, 10m",Yuba
13N04E17P500M,Plumas MW-01 Shallow,Plumas MW-01 S,Not known,,389709N1215556W004,38.970937,-121.555638,NAD83,"GPS, 10m",Yuba
C03960,Poplar Ditch near Porterville,Poplar Di nr Porterv,Surface Water,,,36.053285,-119.015935,NAD83,1/250000,Tulare
C03182,Porter Slough at Porterville,Porter Sl @ Portervi,Surface Water,,,36.058285,-118.985933,NAD83,1/250000,Tulare
C03984,Porter Slough Ditch at Porterville,Porter Sl Di @ Porte,Surface Water,,,36.068285,-119.083437,NAD83,1/250000,Tulare
B91400,Prospect Island Tide Station 1,PI-1,Tide Station,,,38.25341705,-121.6569275,NAD83,"Survey, 1m",Solano
05N03E21L001M,Prospect Island Well 10A screen 18-28 ft bgs,PI-10A,Groundwater,,382623N1216503W001,38.26230448,-121.6503044,NAD83,"Survey, 1m",Solano
05N03E21L002M,Prospect Island Well 10B screen 45.5-55.5 ft bgs,PI-10B,Groundwater,,382623N1216503W002,38.26230426,-121.6502694,NAD83,"Survey, 1m",Solano
05N03E29A001M,Prospect Island Well 1A screen 13.1-23.1 ft bgs,PI-1A,Groundwater,,382531N1216567W001,38.25305822,-121.6567402,NAD83,"Survey, 1m",Solano
05N03E29A002M,Prospect Island Well 1B screen 60.7-70.7 ft bgs,PI-1B,Groundwater,,382531N1216567W002,38.25307107,-121.6567103,NAD83,"Survey, 1m",Solano
05N03E29C001M,Prospect Island Well 2A screen 8.3-18.3 ft bgs,PI-2A,Groundwater,,382532N1216665W001,38.25323585,-121.6664966,NAD83,"Survey, 1m",Solano
05N03E29C002M,Prospect Island Well 2B screen 49.6-59.6 ft bgs,PI-2B,Groundwater,,382533N1216665W001,38.25325886,-121.6665114,NAD83,"Survey, 1m",Solano
05N03E20B001M,Prospect Island Well 3A screen 12.1-22.1 ft bgs,PI-3A,Groundwater,,382703N1216613W001,38.27028472,-121.6613492,NAD83,"Survey, 1m",Solano
05N03E20B002M,Prospect Island Well 3B screen 42.3-52.3 ft bgs,PI-3B,Groundwater,,382703N1216613W002,38.27031076,-121.6613403,NAD83,"Survey, 1m",Solano
05N03E20B003M,Prospect Island Well 3C screen 84.2-94.2 ft bgs,PI-3C,Groundwater,,382703N1216613W003,38.27032465,-121.6613366,NAD83,"Survey, 1m",Solano
05N03E09L001M,Prospect Island Well 5A screen 27.9-37.9 ft bgs,PI-5A,Groundwater,,382902N1216473W001,38.29020604,-121.6473309,NAD83,"Survey, 1m",Solano
05N03E09L002M,Prospect Island Well 5B screen 67.5-77.5 ft bgs,PI-5B,Groundwater,,382902N1216474W001,38.29019763,-121.6473628,NAD83,"Survey, 1m",Solano
05N03E16B001M,Prospect Island Well 6A screen 16.2-26.2 ft bgs,PI-6A,Groundwater,,382847N1216443W001,38.28471043,-121.6442571,NAD83,"Survey, 1m",Solano
05N03E16B002M,Prospect Island Well 6B screen 45.8-55.8 ft bgs,PI-6B,Groundwater,,382847N1216443W002,38.28473692,-121.644253,NAD83,"Survey, 1m",Solano
05N03E16H001M,Prospect Island Well 7A screen 12.4-22.4 ft bgs,PI-7A,Groundwater,,382789N1216403W001,38.27892112,-121.6403016,NAD83,"Survey, 1m",Solano
05N03E16H002M,Prospect Island Well 7B screen 46.8-56.8 ft bgs,PI-7B,Groundwater,,382789N1216403W002,38.27893819,-121.6403283,NAD83,"Survey, 1m",Solano
05N03E16R002M,Prospect Island Well 8A screen 12-22 ft bgs,PI-8A,Groundwater,,382727N1216424W001,38.27267165,-121.6424158,NAD83,"Survey, 1m",Solano
05N03E16R003M,Prospect Island Well 8B screen 46.3-56.3 ft bgs,PI-8B,Groundwater,,382727N1216424W002,38.2726972,-121.6423996,NAD83,"Survey, 1m",Solano
05N03E21G001M,Prospect Island Well 9A screen 11.2-21.2 ft bgs,PI-9A,Groundwater,,382665N1216429W001,38.26652,-121.6429347,NAD83,"Survey, 1m",Solano
05N03E21G002M,Prospect Island Well 9B screen 45.7-55.7 ft bgs,PI-9B,Groundwater,,382665N1216429W002,38.2665424,-121.6429141,NAD83,"Survey, 1m",Solano
05N03E21G003M,Prospect Island Well 9C screen 83.5-93.5 ft bgs,PI-9C,Groundwater,,382666N1216429W001,38.26656228,-121.6428953,NAD83,"Survey, 1m",Solano
G7310000,Prosser Creek above Truckee River - WQ,PCAT,Surface Water,,,39.37037,-120.11786,NAD83,"GPS, 10m",Nevada
A09350,Putah Creek,Putah Creek,Surface Water,PTC,,38.52937,-121.9245,NAD83,Unknown,Yolo
A02933,R.D. 108 Drain to Sacramento R. near Knights Landing,R.D. 108 Dr to Sac.,Surface Water,,,38.862385,-121.792689,NAD83,Unknown,Yolo
A02926,R.D. 1500 Drain to Sacramento Slough near Karnak,R.D. 1500 Dr to Sac.,Surface Water,,,38.784294,-121.655473,NAD83,Unknown,Sutter
A05922,R.D. 1660 Drain to Sutter Bypass near Tisdale,R.D. 1660 Dr to Sutt,Surface Water,,,39.033224,-121.743997,NAD83,Unknown,Sutter
A02963,R.D. 1660 Drain to Tisdale Bypass,R.D. 1660 Dr to Tisd,Surface Water,,,39.028591,-121.782376,NAD83,Unknown,Sutter
A02965,R.D. 70 Drain to Sacramento River near Tisdale,R.D. 70 Dr to Sac. R,Surface Water,,,39.06854,-121.862778,NAD83,Unknown,Sutter
A02950,R.D. 787 Drain to Colusa Basin Drain,R.D. 787 Dr to Colus,Surface Water,,,38.801357,-121.725499,NAD83,Unknown,Yolo
A02955,R.D. 787 Drain to Sacramento River near Robbins,R.D. 787 Dr to Sac.,Surface Water,,,38.846587,-121.730596,NAD83,Unknown,Yolo
07N02E35D001M,RD 2068 Well 1A shallow screen 28-38 ft bgs,RD2068 MW-1A shallow,Groundwater,,384159N1217303W001,38.4159,-121.7303,NAD83,"GPS, 10m",Solano
